ObjectId,Sea,Goofy Date,Date,???,Day,Month,Year,Value (in mm),Lat,Long
11380,Indian Ocean,D02/11/2004, 02/11/2004,D,2,11,2004,2.19,-33.0,81.0
11402,Indian Ocean,D02/12/2004, 02/12/2004,D,2,12,2004,6.48,-33.0,81.0
11428,Indian Ocean,D02/22/2004, 02/22/2004,D,2,22,2004,-1.32,-33.0,81.0
11455,Indian Ocean,D02/24/2004, 02/24/2004,D,2,24,2004,-3.21,-33.0,81.0
11480,Indian Ocean,D03/03/2004, 03/03/2004,D,3,3,2004,18.29,-33.0,81.0
11499,Indian Ocean,D03/03/2004, 03/03/2004,D,3,3,2004,18.38,-33.0,81.0
11532,Indian Ocean,D03/13/2004, 03/13/2004,D,3,13,2004,22.49,-33.0,81.0
11553,Indian Ocean,D03/13/2004, 03/13/2004,D,3,13,2004,17.08,-33.0,81.0
11582,Indian Ocean,D03/23/2004, 03/23/2004,D,3,23,2004,9.39,-33.0,81.0
11603,Indian Ocean,D03/23/2004, 03/23/2004,D,3,23,2004,7.38,-33.0,81.0
11630,Indian Ocean,D04/01/2004, 04/01/2004,D,4,1,2004,11.99,-33.0,81.0
11653,Indian Ocean,D04/02/2004, 04/02/2004,D,4,2,2004,16.38,-33.0,81.0
11680,Indian Ocean,D04/12/2004, 04/12/2004,D,4,12,2004,18.49,-33.0,81.0
11703,Indian Ocean,D04/12/2004, 04/12/2004,D,4,12,2004,23.88,-33.0,81.0
11730,Indian Ocean,D04/22/2004, 04/22/2004,D,4,22,2004,26.59,-33.0,81.0
11753,Indian Ocean,D04/22/2004, 04/22/2004,D,4,22,2004,32.48,-33.0,81.0
11785,Indian Ocean,D05/02/2004, 05/02/2004,D,5,2,2004,22.99,-33.0,81.0
11806,Indian Ocean,D05/02/2004, 05/02/2004,D,5,2,2004,22.48,-33.0,81.0
11835,Indian Ocean,D05/12/2004, 05/12/2004,D,5,12,2004,8.89,-33.0,81.0
11856,Indian Ocean,D05/12/2004, 05/12/2004,D,5,12,2004,11.68,-33.0,81.0
11891,Indian Ocean,D05/22/2004, 05/22/2004,D,5,22,2004,-13.51,-33.0,81.0
11906,Indian Ocean,D05/22/2004, 05/22/2004,D,5,22,2004,-9.52,-33.0,81.0
11932,Indian Ocean,D06/01/2004, 06/01/2004,D,6,1,2004,0.19,-33.0,81.0
11958,Indian Ocean,D06/11/2004, 06/11/2004,D,6,11,2004,8.99,-33.0,81.0
11992,Indian Ocean,D06/21/2004, 06/21/2004,D,6,21,2004,4.19,-33.0,81.0
12009,Indian Ocean,D06/21/2004, 06/21/2004,D,6,21,2004,12.38,-33.0,81.0
12027,Indian Ocean,D06/30/2004, 06/30/2004,D,6,30,2004,3.89,-33.0,81.0
12038,Indian Ocean,D06/30/2004, 06/30/2004,D,6,30,2004,4.98,-33.0,81.0
12076,Indian Ocean,D07/09/2004, 07/09/2004,D,7,9,2004,4.48,-33.0,81.0
12083,Indian Ocean,D07/10/2004, 07/10/2004,D,7,10,2004,-2.81,-33.0,81.0
12128,Indian Ocean,D07/20/2004, 07/20/2004,D,7,20,2004,1.39,-33.0,81.0
12144,Indian Ocean,D07/20/2004, 07/20/2004,D,7,20,2004,4.78,-33.0,81.0
12186,Indian Ocean,D07/30/2004, 07/30/2004,D,7,30,2004,0.79,-33.0,81.0
12204,Indian Ocean,D07/30/2004, 07/30/2004,D,7,30,2004,7.78,-33.0,81.0
12231,Indian Ocean,D08/09/2004, 08/09/2004,D,8,9,2004,-2.31,-33.0,81.0
12248,Indian Ocean,D08/09/2004, 08/09/2004,D,8,9,2004,3.88,-33.0,81.0
12280,Indian Ocean,D08/19/2004, 08/19/2004,D,8,19,2004,5.19,-33.0,81.0
12301,Indian Ocean,D08/19/2004, 08/19/2004,D,8,19,2004,12.58,-33.0,81.0
12332,Indian Ocean,D08/29/2004, 08/29/2004,D,8,29,2004,11.89,-33.0,81.0
12354,Indian Ocean,D08/29/2004, 08/29/2004,D,8,29,2004,15.08,-33.0,81.0
12383,Indian Ocean,D09/08/2004, 09/08/2004,D,9,8,2004,4.19,-33.0,81.0
12405,Indian Ocean,D09/08/2004, 09/08/2004,D,9,8,2004,2.38,-33.0,81.0
12435,Indian Ocean,D09/18/2004, 09/18/2004,D,9,18,2004,-3.01,-33.0,81.0
12455,Indian Ocean,D09/18/2004, 09/18/2004,D,9,18,2004,-8.12,-33.0,81.0
12483,Indian Ocean,D09/28/2004, 09/28/2004,D,9,28,2004,-5.61,-33.0,81.0
12504,Indian Ocean,D09/28/2004, 09/28/2004,D,9,28,2004,-8.72,-33.0,81.0
12537,Indian Ocean,D10/08/2004, 10/08/2004,D,10,8,2004,-14.91,-33.0,81.0
12556,Indian Ocean,D10/08/2004, 10/08/2004,D,10,8,2004,-11.62,-33.0,81.0
12589,Indian Ocean,D10/18/2004, 10/18/2004,D,10,18,2004,-9.11,-33.0,81.0
12606,Indian Ocean,D10/18/2004, 10/18/2004,D,10,18,2004,-8.02,-33.0,81.0
12637,Indian Ocean,D10/28/2004, 10/28/2004,D,10,28,2004,6.79,-33.0,81.0
12654,Indian Ocean,D10/28/2004, 10/28/2004,D,10,28,2004,7.28,-33.0,81.0
12691,Indian Ocean,D11/07/2004, 11/07/2004,D,11,7,2004,7.39,-33.0,81.0
12707,Indian Ocean,D11/07/2004, 11/07/2004,D,11,7,2004,11.68,-33.0,81.0
12740,Indian Ocean,D11/17/2004, 11/17/2004,D,11,17,2004,-3.51,-33.0,81.0
12758,Indian Ocean,D11/17/2004, 11/17/2004,D,11,17,2004,-4.42,-33.0,81.0
12776,Indian Ocean,D11/26/2004, 11/26/2004,D,11,26,2004,2.19,-33.0,81.0
12809,Indian Ocean,D11/27/2004, 11/27/2004,D,11,27,2004,4.58,-33.0,81.0
12827,Indian Ocean,D12/06/2004, 12/06/2004,D,12,6,2004,6.49,-33.0,81.0
12860,Indian Ocean,D12/07/2004, 12/07/2004,D,12,7,2004,10.98,-33.0,81.0
12882,Indian Ocean,D12/15/2004, 12/15/2004,D,12,15,2004,20.88,-33.0,81.0
12915,Indian Ocean,D12/17/2004, 12/17/2004,D,12,17,2004,10.19,-33.0,81.0
12926,Indian Ocean,D12/26/2004, 12/26/2004,D,12,26,2004,27.99,-33.0,81.0
12944,Indian Ocean,D12/26/2004, 12/26/2004,D,12,26,2004,25.78,-33.0,81.0
12980,Indian Ocean,D01/05/2005, 01/05/2005,D,1,5,2005,31.79,-33.0,81.0
12996,Indian Ocean,D01/05/2005, 01/05/2005,D,1,5,2005,27.38,-33.0,81.0
13032,Indian Ocean,D01/15/2005, 01/15/2005,D,1,15,2005,11.89,-33.0,81.0
13049,Indian Ocean,D01/15/2005, 01/15/2005,D,1,15,2005,12.88,-33.0,81.0
13082,Indian Ocean,D01/25/2005, 01/25/2005,D,1,25,2005,8.29,-33.0,81.0
13102,Indian Ocean,D01/25/2005, 01/25/2005,D,1,25,2005,12.18,-33.0,81.0
13131,Indian Ocean,D02/04/2005, 02/04/2005,D,2,4,2005,15.09,-33.0,81.0
13154,Indian Ocean,D02/04/2005, 02/04/2005,D,2,4,2005,10.18,-33.0,81.0
13185,Indian Ocean,D02/14/2005, 02/14/2005,D,2,14,2005,20.39,-33.0,81.0
13206,Indian Ocean,D02/14/2005, 02/14/2005,D,2,14,2005,17.48,-33.0,81.0
13237,Indian Ocean,D02/24/2005, 02/24/2005,D,2,24,2005,22.19,-33.0,81.0
13256,Indian Ocean,D02/24/2005, 02/24/2005,D,2,24,2005,17.98,-33.0,81.0
13291,Indian Ocean,D03/06/2005, 03/06/2005,D,3,6,2005,26.19,-33.0,81.0
13308,Indian Ocean,D03/06/2005, 03/06/2005,D,3,6,2005,18.98,-33.0,81.0
13340,Indian Ocean,D03/16/2005, 03/16/2005,D,3,16,2005,30.09,-33.0,81.0
13357,Indian Ocean,D03/16/2005, 03/16/2005,D,3,16,2005,21.58,-33.0,81.0
13377,Indian Ocean,D03/25/2005, 03/25/2005,D,3,25,2005,32.79,-33.0,81.0
13407,Indian Ocean,D03/26/2005, 03/26/2005,D,3,26,2005,32.68,-33.0,81.0
13425,Indian Ocean,D04/04/2005, 04/04/2005,D,4,4,2005,17.79,-33.0,81.0
13443,Indian Ocean,D04/04/2005, 04/04/2005,D,4,4,2005,16.78,-33.0,81.0
13478,Indian Ocean,D04/14/2005, 04/14/2005,D,4,14,2005,22.59,-33.0,81.0
13497,Indian Ocean,D04/14/2005, 04/14/2005,D,4,14,2005,16.78,-33.0,81.0
13531,Indian Ocean,D04/24/2005, 04/24/2005,D,4,24,2005,23.49,-33.0,81.0
13551,Indian Ocean,D04/24/2005, 04/24/2005,D,4,24,2005,14.78,-33.0,81.0
13578,Indian Ocean,D05/04/2005, 05/04/2005,D,5,4,2005,22.89,-33.0,81.0
13617,Indian Ocean,D05/05/2005, 05/05/2005,D,5,5,2005,31.08,-33.0,81.0
13631,Indian Ocean,D05/14/2005, 05/14/2005,D,5,14,2005,20.79,-33.0,81.0
13654,Indian Ocean,D05/14/2005, 05/14/2005,D,5,14,2005,19.08,-33.0,81.0
13682,Indian Ocean,D05/24/2005, 05/24/2005,D,5,24,2005,18.09,-33.0,81.0
13702,Indian Ocean,D05/24/2005, 05/24/2005,D,5,24,2005,20.38,-33.0,81.0
13732,Indian Ocean,D06/03/2005, 06/03/2005,D,6,3,2005,26.59,-33.0,81.0
13754,Indian Ocean,D06/03/2005, 06/03/2005,D,6,3,2005,17.98,-33.0,81.0
13786,Indian Ocean,D06/13/2005, 06/13/2005,D,6,13,2005,21.89,-33.0,81.0
13806,Indian Ocean,D06/13/2005, 06/13/2005,D,6,13,2005,18.88,-33.0,81.0
13838,Indian Ocean,D06/23/2005, 06/23/2005,D,6,23,2005,-1.61,-33.0,81.0
13859,Indian Ocean,D06/23/2005, 06/23/2005,D,6,23,2005,-2.02,-33.0,81.0
13891,Indian Ocean,D07/03/2005, 07/03/2005,D,7,3,2005,-8.31,-33.0,81.0
13907,Indian Ocean,D07/03/2005, 07/03/2005,D,7,3,2005,-9.82,-33.0,81.0
13926,Indian Ocean,D07/12/2005, 07/12/2005,D,7,12,2005,9.89,-33.0,81.0
13937,Indian Ocean,D07/12/2005, 07/12/2005,D,7,12,2005,7.58,-33.0,81.0
13978,Indian Ocean,D07/22/2005, 07/22/2005,D,7,22,2005,-8.01,-33.0,81.0
14013,Indian Ocean,D07/23/2005, 07/23/2005,D,7,23,2005,-2.32,-33.0,81.0
14027,Indian Ocean,D08/01/2005, 08/01/2005,D,8,1,2005,3.49,-33.0,81.0
14046,Indian Ocean,D08/01/2005, 08/01/2005,D,8,1,2005,2.08,-33.0,81.0
14079,Indian Ocean,D08/11/2005, 08/11/2005,D,8,11,2005,13.79,-33.0,81.0
14100,Indian Ocean,D08/11/2005, 08/11/2005,D,8,11,2005,11.88,-33.0,81.0
14129,Indian Ocean,D08/21/2005, 08/21/2005,D,8,21,2005,8.79,-33.0,81.0
14148,Indian Ocean,D08/21/2005, 08/21/2005,D,8,21,2005,4.88,-33.0,81.0
14179,Indian Ocean,D08/31/2005, 08/31/2005,D,8,31,2005,3.39,-33.0,81.0
14201,Indian Ocean,D08/31/2005, 08/31/2005,D,8,31,2005,-3.42,-33.0,81.0
14233,Indian Ocean,D09/10/2005, 09/10/2005,D,9,10,2005,-9.71,-33.0,81.0
14255,Indian Ocean,D09/10/2005, 09/10/2005,D,9,10,2005,-8.12,-33.0,81.0
14279,Indian Ocean,D09/18/2005, 09/18/2005,D,9,18,2005,-15.01,-33.0,81.0
14304,Indian Ocean,D09/20/2005, 09/20/2005,D,9,20,2005,-17.12,-33.0,81.0
14331,Indian Ocean,D09/30/2005, 09/30/2005,D,9,30,2005,-3.62,-33.0,81.0
14358,Indian Ocean,D10/02/2005, 10/02/2005,D,10,2,2005,5.29,-33.0,81.0
14383,Indian Ocean,D10/10/2005, 10/10/2005,D,10,10,2005,8.89,-33.0,81.0
14408,Indian Ocean,D10/20/2005, 10/20/2005,D,10,20,2005,-1.31,-33.0,81.0
14424,Indian Ocean,D10/29/2005, 10/29/2005,D,10,29,2005,-12.91,-33.0,81.0
14451,Indian Ocean,D11/08/2005, 11/08/2005,D,11,8,2005,-10.01,-33.0,81.0
14476,Indian Ocean,D11/18/2005, 11/18/2005,D,11,18,2005,-4.81,-33.0,81.0
14502,Indian Ocean,D11/28/2005, 11/28/2005,D,11,28,2005,9.29,-33.0,81.0
14528,Indian Ocean,D12/08/2005, 12/08/2005,D,12,8,2005,8.09,-33.0,81.0
14553,Indian Ocean,D12/18/2005, 12/18/2005,D,12,18,2005,13.49,-33.0,81.0
14579,Indian Ocean,D12/28/2005, 12/28/2005,D,12,28,2005,2.89,-33.0,81.0
14604,Indian Ocean,D01/07/2006, 01/07/2006,D,1,7,2006,16.89,-33.0,81.0
14630,Indian Ocean,D01/17/2006, 01/17/2006,D,1,17,2006,18.79,-33.0,81.0
14656,Indian Ocean,D01/27/2006, 01/27/2006,D,1,27,2006,16.29,-33.0,81.0
14682,Indian Ocean,D02/06/2006, 02/06/2006,D,2,6,2006,16.59,-33.0,81.0
14699,Indian Ocean,D02/15/2006, 02/15/2006,D,2,15,2006,21.89,-33.0,81.0
14735,Indian Ocean,D02/26/2006, 02/26/2006,D,2,26,2006,29.29,-33.0,81.0
14752,Indian Ocean,D03/07/2006, 03/07/2006,D,3,7,2006,30.79,-33.0,81.0
14778,Indian Ocean,D03/17/2006, 03/17/2006,D,3,17,2006,22.49,-33.0,81.0
14803,Indian Ocean,D03/27/2006, 03/27/2006,D,3,27,2006,21.49,-33.0,81.0
14828,Indian Ocean,D04/06/2006, 04/06/2006,D,4,6,2006,13.09,-33.0,81.0
14855,Indian Ocean,D04/16/2006, 04/16/2006,D,4,16,2006,20.49,-33.0,81.0
14878,Indian Ocean,D04/26/2006, 04/26/2006,D,4,26,2006,29.19,-33.0,81.0
14904,Indian Ocean,D05/06/2006, 05/06/2006,D,5,6,2006,18.49,-33.0,81.0
14932,Indian Ocean,D05/16/2006, 05/16/2006,D,5,16,2006,18.29,-33.0,81.0
14950,Indian Ocean,D05/25/2006, 05/25/2006,D,5,25,2006,27.29,-33.0,81.0
14973,Indian Ocean,D06/04/2006, 06/04/2006,D,6,4,2006,27.59,-33.0,81.0
14999,Indian Ocean,D06/14/2006, 06/14/2006,D,6,14,2006,28.89,-33.0,81.0
15026,Indian Ocean,D06/24/2006, 06/24/2006,D,6,24,2006,17.89,-33.0,81.0
15053,Indian Ocean,D07/04/2006, 07/04/2006,D,7,4,2006,17.09,-33.0,81.0
15078,Indian Ocean,D07/14/2006, 07/14/2006,D,7,14,2006,15.59,-33.0,81.0
15103,Indian Ocean,D07/24/2006, 07/24/2006,D,7,24,2006,19.19,-33.0,81.0
15129,Indian Ocean,D08/03/2006, 08/03/2006,D,8,3,2006,0.99,-33.0,81.0
15154,Indian Ocean,D08/13/2006, 08/13/2006,D,8,13,2006,10.29,-33.0,81.0
15181,Indian Ocean,D08/23/2006, 08/23/2006,D,8,23,2006,19.19,-33.0,81.0
15207,Indian Ocean,D09/02/2006, 09/02/2006,D,9,2,2006,19.49,-33.0,81.0
15231,Indian Ocean,D09/12/2006, 09/12/2006,D,9,12,2006,13.49,-33.0,81.0
15258,Indian Ocean,D09/22/2006, 09/22/2006,D,9,22,2006,-8.71,-33.0,81.0
15285,Indian Ocean,D10/02/2006, 10/02/2006,D,10,2,2006,-11.81,-33.0,81.0
15301,Indian Ocean,D10/11/2006, 10/11/2006,D,10,11,2006,2.19,-33.0,81.0
15327,Indian Ocean,D10/21/2006, 10/21/2006,D,10,21,2006,22.19,-33.0,81.0
15350,Indian Ocean,D10/28/2006, 10/28/2006,D,10,28,2006,39.99,-33.0,81.0
15377,Indian Ocean,D11/21/2006, 11/21/2006,D,11,21,2006,17.49,-33.0,81.0
15405,Indian Ocean,D11/30/2006, 11/30/2006,D,11,30,2006,15.39,-33.0,81.0
15432,Indian Ocean,D12/10/2006, 12/10/2006,D,12,10,2006,27.79,-33.0,81.0
15456,Indian Ocean,D12/20/2006, 12/20/2006,D,12,20,2006,36.59,-33.0,81.0
15482,Indian Ocean,D12/30/2006, 12/30/2006,D,12,30,2006,40.79,-33.0,81.0
15500,Indian Ocean,D01/08/2007, 01/08/2007,D,1,8,2007,14.39,-33.0,81.0
15526,Indian Ocean,D01/18/2007, 01/18/2007,D,1,18,2007,18.99,-33.0,81.0
15552,Indian Ocean,D01/28/2007, 01/28/2007,D,1,28,2007,36.99,-33.0,81.0
15578,Indian Ocean,D02/07/2007, 02/07/2007,D,2,7,2007,37.09,-33.0,81.0
15604,Indian Ocean,D02/17/2007, 02/17/2007,D,2,17,2007,34.79,-33.0,81.0
15628,Indian Ocean,D02/27/2007, 02/27/2007,D,2,27,2007,35.09,-33.0,81.0
15653,Indian Ocean,D03/09/2007, 03/09/2007,D,3,9,2007,16.99,-33.0,81.0
15679,Indian Ocean,D03/19/2007, 03/19/2007,D,3,19,2007,25.29,-33.0,81.0
15706,Indian Ocean,D03/29/2007, 03/29/2007,D,3,29,2007,27.59,-33.0,81.0
15732,Indian Ocean,D04/08/2007, 04/08/2007,D,4,8,2007,43.09,-33.0,81.0
15756,Indian Ocean,D04/18/2007, 04/18/2007,D,4,18,2007,36.69,-33.0,81.0
15785,Indian Ocean,D04/28/2007, 04/28/2007,D,4,28,2007,32.49,-33.0,81.0
15813,Indian Ocean,D05/08/2007, 05/08/2007,D,5,8,2007,13.69,-33.0,81.0
15827,Indian Ocean,D05/17/2007, 05/17/2007,D,5,17,2007,33.79,-33.0,81.0
15851,Indian Ocean,D05/27/2007, 05/27/2007,D,5,27,2007,22.59,-33.0,81.0
15877,Indian Ocean,D06/06/2007, 06/06/2007,D,6,6,2007,38.69,-33.0,81.0
15903,Indian Ocean,D06/16/2007, 06/16/2007,D,6,16,2007,31.49,-33.0,81.0
15928,Indian Ocean,D06/26/2007, 06/26/2007,D,6,26,2007,29.39,-33.0,81.0
15953,Indian Ocean,D07/06/2007, 07/06/2007,D,7,6,2007,2.59,-33.0,81.0
15980,Indian Ocean,D07/16/2007, 07/16/2007,D,7,16,2007,19.99,-33.0,81.0
16005,Indian Ocean,D07/26/2007, 07/26/2007,D,7,26,2007,10.39,-33.0,81.0
16032,Indian Ocean,D08/05/2007, 08/05/2007,D,8,5,2007,-5.51,-33.0,81.0
16050,Indian Ocean,D08/14/2007, 08/14/2007,D,8,14,2007,8.99,-33.0,81.0
16086,Indian Ocean,D08/25/2007, 08/25/2007,D,8,25,2007,24.49,-33.0,81.0
16100,Indian Ocean,D09/03/2007, 09/03/2007,D,9,3,2007,12.19,-33.0,81.0
16129,Indian Ocean,D09/13/2007, 09/13/2007,D,9,13,2007,1.39,-33.0,81.0
16152,Indian Ocean,D09/23/2007, 09/23/2007,D,9,23,2007,5.19,-33.0,81.0
16178,Indian Ocean,D10/03/2007, 10/03/2007,D,10,3,2007,12.39,-33.0,81.0
16204,Indian Ocean,D10/13/2007, 10/13/2007,D,10,13,2007,17.39,-33.0,81.0
16230,Indian Ocean,D10/23/2007, 10/23/2007,D,10,23,2007,21.49,-33.0,81.0
16255,Indian Ocean,D11/02/2007, 11/02/2007,D,11,2,2007,23.39,-33.0,81.0
16282,Indian Ocean,D11/12/2007, 11/12/2007,D,11,12,2007,30.39,-33.0,81.0
16308,Indian Ocean,D11/22/2007, 11/22/2007,D,11,22,2007,16.69,-33.0,81.0
16334,Indian Ocean,D12/02/2007, 12/02/2007,D,12,2,2007,31.69,-33.0,81.0
16351,Indian Ocean,D12/11/2007, 12/11/2007,D,12,11,2007,35.59,-33.0,81.0
16375,Indian Ocean,D12/21/2007, 12/21/2007,D,12,21,2007,39.19,-33.0,81.0
16403,Indian Ocean,D12/31/2007, 12/31/2007,D,12,31,2007,21.69,-33.0,81.0
16428,Indian Ocean,D01/10/2008, 01/10/2008,D,1,10,2008,12.99,-33.0,81.0
16454,Indian Ocean,D01/20/2008, 01/20/2008,D,1,20,2008,34.89,-33.0,81.0
16479,Indian Ocean,D01/30/2008, 01/30/2008,D,1,30,2008,46.49,-33.0,81.0
16503,Indian Ocean,D02/09/2008, 02/09/2008,D,2,9,2008,33.49,-33.0,81.0
16529,Indian Ocean,D02/19/2008, 02/19/2008,D,2,19,2008,26.39,-33.0,81.0
16555,Indian Ocean,D02/29/2008, 02/29/2008,D,2,29,2008,28.99,-33.0,81.0
16581,Indian Ocean,D03/10/2008, 03/10/2008,D,3,10,2008,29.69,-33.0,81.0
16605,Indian Ocean,D03/20/2008, 03/20/2008,D,3,20,2008,39.39,-33.0,81.0
16630,Indian Ocean,D03/30/2008, 03/30/2008,D,3,30,2008,32.69,-33.0,81.0
16656,Indian Ocean,D04/09/2008, 04/09/2008,D,4,9,2008,12.79,-33.0,81.0
16682,Indian Ocean,D04/19/2008, 04/19/2008,D,4,19,2008,30.59,-33.0,81.0
16708,Indian Ocean,D04/29/2008, 04/29/2008,D,4,29,2008,24.99,-33.0,81.0
16733,Indian Ocean,D05/06/2008, 05/06/2008,D,5,6,2008,24.69,-33.0,81.0
16751,Indian Ocean,D05/18/2008, 05/18/2008,D,5,18,2008,41.59,-33.0,81.0
16777,Indian Ocean,D05/28/2008, 05/28/2008,D,5,28,2008,55.39,-33.0,81.0
16803,Indian Ocean,D06/07/2008, 06/07/2008,D,6,7,2008,39.39,-33.0,81.0
16828,Indian Ocean,D06/17/2008, 06/17/2008,D,6,17,2008,24.29,-33.0,81.0
16853,Indian Ocean,D06/27/2008, 06/27/2008,D,6,27,2008,19.89,-33.0,81.0
16879,Indian Ocean,D07/07/2008, 07/07/2008,D,7,7,2008,24.49,-33.0,81.0
16903,Indian Ocean,D07/08/2008, 07/08/2008,D,7,8,2008,24.74,-33.0,81.0
16930,Indian Ocean,D07/17/2008, 07/17/2008,D,7,17,2008,34.29,-33.0,81.0
16953,Indian Ocean,D07/17/2008, 07/17/2008,D,7,17,2008,30.54,-33.0,81.0
16980,Indian Ocean,D07/27/2008, 07/27/2008,D,7,27,2008,31.69,-33.0,81.0
17002,Indian Ocean,D07/27/2008, 07/27/2008,D,7,27,2008,27.14,-33.0,81.0
17026,Indian Ocean,D08/04/2008, 08/04/2008,D,8,4,2008,11.39,-33.0,81.0
17054,Indian Ocean,D08/06/2008, 08/06/2008,D,8,6,2008,14.04,-33.0,81.0
17079,Indian Ocean,D08/16/2008, 08/16/2008,D,8,16,2008,31.54,-33.0,81.0
17097,Indian Ocean,D08/21/2008, 08/21/2008,D,8,21,2008,60.39,-33.0,81.0
17122,Indian Ocean,D08/26/2008, 08/26/2008,D,8,26,2008,31.69,-33.0,81.0
17143,Indian Ocean,D08/26/2008, 08/26/2008,D,8,26,2008,34.74,-33.0,81.0
17172,Indian Ocean,D09/05/2008, 09/05/2008,D,9,5,2008,30.89,-33.0,81.0
17191,Indian Ocean,D09/05/2008, 09/05/2008,D,9,5,2008,31.44,-33.0,81.0
17226,Indian Ocean,D09/15/2008, 09/15/2008,D,9,15,2008,21.39,-33.0,81.0
17243,Indian Ocean,D09/15/2008, 09/15/2008,D,9,15,2008,19.54,-33.0,81.0
17278,Indian Ocean,D09/25/2008, 09/25/2008,D,9,25,2008,15.59,-33.0,81.0
17293,Indian Ocean,D09/25/2008, 09/25/2008,D,9,25,2008,17.14,-33.0,81.0
17311,Indian Ocean,D10/04/2008, 10/04/2008,D,10,4,2008,29.89,-33.0,81.0
17328,Indian Ocean,D10/04/2008, 10/04/2008,D,10,4,2008,29.24,-33.0,81.0
17362,Indian Ocean,D10/14/2008, 10/14/2008,D,10,14,2008,25.09,-33.0,81.0
17378,Indian Ocean,D10/14/2008, 10/14/2008,D,10,14,2008,27.64,-33.0,81.0
17413,Indian Ocean,D10/24/2008, 10/24/2008,D,10,24,2008,34.99,-33.0,81.0
17432,Indian Ocean,D10/24/2008, 10/24/2008,D,10,24,2008,35.44,-33.0,81.0
17464,Indian Ocean,D11/03/2008, 11/03/2008,D,11,3,2008,30.49,-33.0,81.0
17485,Indian Ocean,D11/03/2008, 11/03/2008,D,11,3,2008,30.64,-33.0,81.0
17513,Indian Ocean,D11/13/2008, 11/13/2008,D,11,13,2008,26.59,-33.0,81.0
17533,Indian Ocean,D11/13/2008, 11/13/2008,D,11,13,2008,26.24,-33.0,81.0
17564,Indian Ocean,D11/23/2008, 11/23/2008,D,11,23,2008,39.09,-33.0,81.0
17586,Indian Ocean,D11/23/2008, 11/23/2008,D,11,23,2008,39.44,-33.0,81.0
17614,Indian Ocean,D12/03/2008, 12/03/2008,D,12,3,2008,34.69,-33.0,81.0
17634,Indian Ocean,D12/03/2008, 12/03/2008,D,12,3,2008,37.74,-33.0,81.0
17667,Indian Ocean,D12/13/2008, 12/13/2008,D,12,13,2008,35.49,-33.0,81.0
17690,Indian Ocean,D12/13/2008, 12/13/2008,D,12,13,2008,39.84,-33.0,81.0
17718,Indian Ocean,D12/23/2008, 12/23/2008,D,12,23,2008,28.79,-33.0,81.0
17740,Indian Ocean,D12/23/2008, 12/23/2008,D,12,23,2008,33.94,-33.0,81.0
17768,Indian Ocean,D01/02/2009, 01/02/2009,D,1,2,2009,20.39,-33.0,81.0
17789,Indian Ocean,D01/02/2009, 01/02/2009,D,1,2,2009,29.84,-33.0,81.0
17819,Indian Ocean,D01/12/2009, 01/12/2009,D,1,12,2009,33.59,-33.0,81.0
17838,Indian Ocean,D01/12/2009, 01/12/2009,D,1,12,2009,37.94,-33.0,81.0
17870,Indian Ocean,D01/22/2009, 01/22/2009,D,1,22,2009,34.89,-33.0,81.0
17890,Indian Ocean,D01/22/2009, 01/22/2009,D,1,22,2009,37.54,-33.0,81.0
17906,Indian Ocean,D01/27/2009, 01/27/2009,D,1,27,2009,61.09,-33.0,81.0
17925,Indian Ocean,D02/01/2009, 02/01/2009,D,2,1,2009,43.44,-33.0,81.0
17939,Indian Ocean,D02/10/2009, 02/10/2009,D,2,10,2009,29.04,-33.0,81.0
17972,Indian Ocean,D02/16/2009, 02/16/2009,D,2,16,2009,28.79,-33.0,81.0
17990,Indian Ocean,D02/20/2009, 02/20/2009,D,2,20,2009,41.94,-33.0,81.0
18019,Indian Ocean,D02/25/2009, 02/25/2009,D,2,25,2009,45.89,-33.0,81.0
18044,Indian Ocean,D03/02/2009, 03/02/2009,D,3,2,2009,46.74,-33.0,81.0
18070,Indian Ocean,D03/07/2009, 03/07/2009,D,3,7,2009,49.89,-33.0,81.0
18093,Indian Ocean,D03/12/2009, 03/12/2009,D,3,12,2009,46.14,-33.0,81.0
18120,Indian Ocean,D03/17/2009, 03/17/2009,D,3,17,2009,53.29,-33.0,81.0
18143,Indian Ocean,D03/22/2009, 03/22/2009,D,3,22,2009,39.34,-33.0,81.0
18170,Indian Ocean,D03/27/2009, 03/27/2009,D,3,27,2009,40.99,-33.0,81.0
18194,Indian Ocean,D04/01/2009, 04/01/2009,D,4,1,2009,33.04,-33.0,81.0
18220,Indian Ocean,D04/06/2009, 04/06/2009,D,4,6,2009,45.29,-33.0,81.0
18244,Indian Ocean,D04/11/2009, 04/11/2009,D,4,11,2009,38.84,-33.0,81.0
18270,Indian Ocean,D04/16/2009, 04/16/2009,D,4,16,2009,38.59,-33.0,81.0
18296,Indian Ocean,D04/21/2009, 04/21/2009,D,4,21,2009,32.64,-33.0,81.0
18323,Indian Ocean,D04/26/2009, 04/26/2009,D,4,26,2009,29.19,-33.0,81.0
18346,Indian Ocean,D05/01/2009, 05/01/2009,D,5,1,2009,28.44,-33.0,81.0
18374,Indian Ocean,D05/06/2009, 05/06/2009,D,5,6,2009,38.19,-33.0,81.0
18399,Indian Ocean,D05/11/2009, 05/11/2009,D,5,11,2009,39.44,-33.0,81.0
18423,Indian Ocean,D05/16/2009, 05/16/2009,D,5,16,2009,41.09,-33.0,81.0
